ID	Source	Source_Number	Direction	Target	Target_Number	Realizations	Examples
shift8478	smell (n.)	4128	—	flower	1323	1	1
shift3259	red	1444	→	newborn baby	1855	26	26
shift3324	to tell a person's fortune	3290	→	to loaf, do nothing	2858	1	1
shift0460	eye	3890	→	spectacles	4192	12	12
shift0180	to break (tr.)	2370	→	to confess	2449	3	3
shift3571	forehead	1347	→	happiness, luck	1554	1	1
shift7111	middle	652	→	means	617	5	5
shift4922	soldier	4154	→	birch bolete (Leccinum scabrum)	3593	1	1
shift0872	old woman	4536	→	wife	73	17	17
shift1837	to lie (posture)	2848	—	to sleep	3169	10	10
shift3502	trunk (of a tree)	3451	→	tribe	3435	1	1
shift4318	stable	4239	—	prison	467	6	6
shift4738	to bend	2338	→	to swear, curse	3258	1	1
shift7871	pillar	375	→	icicle	1732	1	1
shift8338	human, person	1683	→	uvula	553	1	1
shift1433	back (body part)	3485	—	behind	3566	11	11
shift7631	to boil (intr.)	2361	→	abundance	1929	2	2
shift0031	free	1371	→	can, to be able	882	8	8
shift1638	joy	1196	—	game	764	1	1
shift3792	cow	1122	→	Boletus edulis	3644	2	2
shift6354	hazel grouse (Tetrastes bonasia)	1575	↔	partridge	308	10	10
shift5424	light (n.)	210	→	electricity	3826	5	5
shift3027	ear	3792	→	handle, gripe	1552	2	2
shift6878	to cast (e.g. metal)	2403	→	to defecate	2502	1	1
shift0492	nose	1879	→	face	1214	4	4
shift6359	root (of a plant)	1499	→	carrot	898	2	2
shift7501	to begin	2331	→	to put into	3026	1	1
shift7361	to spring, jump	3201	→	unit of length	528	1	1
shift6028	knot	1723	→	to get a cramp, spasm	2670	1	1
shift5196	saint	3922	→	devil, satan	4422	3	3
shift4418	flower	1323	→	beautiful	3545	2	2
shift4180	button (on a dress)	3738	—	knot	1723	4	4
shift3659	to pull, to draw	3018	→	to distill, retort	2536	1	1
shift5394	pass (document allowing admission)	310	→	letter (text)	200	1	1
shift1110	proud	487	—	insolent	1788	1	1
shift6032	bear (Ursus)	3539	→	profiteer	472	1	1
shift5473	sin	4084	→	foreskin	1350	1	1
shift8096	to blossom	2354	→	to be full (of the moon)	2274	1	1
shift0653	to eat	2569	→	to be fed up with	2271	4	4
shift5836	ashes	2040	→	powdery mildew	449	1	1
shift0402	to choke	2426	→	to vomit	3346	1	1
shift2762	rooster	1497	→	brave person	3676	3	3
shift5449	butterfly	3734	→	butterfly fish	3735	5	5
shift4115	middle	652	—	belt	3576	1	1
shift2208	to change (tr.)	2417	→	to distract	2539	1	1
shift1312	pig (Sus scrofa)	369	→	slattern	4109	15	15
shift8499	last	162	→	afterbirth, placenta	1953	2	2
shift2926	girl	786	—	female servant, maid	1258	7	7
shift5339	iron	1806	→	metal	643	80	80
shift3710	fly (n.)	1327	→	fly agaric (Amanita muscaria)	1328	22	22
shift2555	dog	4458	→	wolf	107	4	4
shift2979	little, small	232	→	girl	786	2	2
shift7599	reed	1447	—	arrow	2033	7	7
shift7603	swan	4355	→	March	589	2	2
shift6029	gnarl	799	→	to get a cramp, spasm	2670	1	1
shift6291	cheek	948	—	half	1544	1	1
shift2976	to pour	2993	→	rain	1420	1	1
shift3537	to hang (tr.)	2734	→	to put up as a prize	3034	1	1
shift4828	fireplace	1293	→	garden bed	767	1	1
shift7536	sheet of paper	4028	→	talisman	2119	1	1
shift1999	smooth	4132	—	to escape, flee	2585	5	5
shift1867	to take	3268	→	bribe	3685	2	2
shift7472	time	2200	→	verb	3758	3	3
shift4464	blue	3634	→	gay	773	1	1
shift8590	bitter	3607	→	camomile	879	1	1
shift2363	owner	4576	→	tiger	2196	2	2
shift8349	orphan	4564	→	Coracina novaehollandiae	1095	1	1
shift2370	to make noise	2891	→	to quarrel	3035	6	6
shift5329	to swim	3262	→	to climb	2433	1	1
shift4090	spindle	4203	—	neck	1837	1	1
shift6837	to scald	3113	→	to sting	3224	1	1
shift8055	to shine	3144	→	excellent	3880	1	1
shift1073	direction	4438	→	sense, perception	3988	2	2
shift5573	ide (fish)	1734	—	common roach	1061	2	2
shift0137	to suffer	3244	—	to endure	2578	10	10
shift8009	planting (in ground)	401	—	childbirth	961	1	1
shift0186	neck	1837	—	back of the head	3487	4	4
shift6297	porcelain	442	→	plate (a serving dish)	404	1	1
shift2100	to build	2383	→	to pretend	3003	2	2
shift1631	to sprinkle	3202	→	to run	3101	4	4
shift4535	to sew	3135	→	index finger	1765	1	1
shift1377	quick	1908	→	very	3761	2	2
shift6166	fox (Vulpes vulpes)	1360	→	police officer	430	1	1
shift3190	low (location)	263	→	old (vs. new)	4532	1	1
shift3788	soldier	4154	—	Boletus edulis	3644	1	1
shift0073	sweet (taste)	4358	→	fresh (of water)	1377	16	16
shift4896	arrow	2033	→	spades (in cards)	4183	1	1
shift6911	<foreign country>	1209	→	guinea fowl	859	14	14
shift4256	sphere; ball	4196	→	potato	445	1	1
shift8640	sparrow	4187	→	penis	343	1	1
shift4295	story	4290	↔	history	1632	13	13
shift0211	shadow	4010	→	reflection (in the mirror, water)	1449	5	5
shift0107	thief	2169	—	enemy	3840	1	1
shift7428	to travel	3312	—	to trade	3309	2	2
shift3619	strong	4304	—	healthy	1585	6	6
shift7435	black	3610	→	blackberry	3615	1	1
shift4811	daughter	4387	—	daughter-in-law	4389	1	1
shift2490	brothel	3699	→	disorder, mess	4446	3	3
shift8198	army	2030	→	battle	3534	2	2
shift3238	weak	28	→	coward	1123	1	1
shift2464	tree	3432	→	club (a weapon)	1013	3	3
shift7562	white	62	→	weasel (Mustella nivalis)	33	1	1
shift0471	eye	3890	→	look (n.)	252	4	4
shift0391	good	814	→	kind, good-hearted	1711	10	10
shift0846	to fall down	2605	→	strike of lightning	4302	5	5
shift8228	parents	302	→	motherland	724	2	2
shift6294	two	3472	—	seven	3999	1	1
shift3025	tail	2113	→	plait, braid	396	1	1
shift1862	to present, gift	3001	→	to promise	3008	2	2
shift8195	how many?	1680	→	some	4161	2	2
shift1297	dew	4424	→	rain	1420	3	3
shift5427	crown (n.)	1149	→	queen (bee)	1903	1	1
shift6628	western capercaillie (Tetrao urogallus)	46	—	black grouse (Lyrurus)	3613	1	1
shift6783	navel	1833	→	generation	776	1	1
shift6559	to increase (tr.)	2786	—	to continue	2456	1	1
shift2824	to enter	2581	→	to set (of Moon, Sun)	3129	3	3
shift6535	to rub	3100	→	to whet	3372	1	1
shift1384	to break (tr.)	2370	→	buckthorn (Frangula)	3709	3	3
shift2621	poison	422	→	anger	1996	5	5
shift5689	kite	1716	→	kite (lightweight toy)	1717	5	5
shift6410	shirt	4040	→	capsule (pharmacy)	891	1	1
shift2714	liver	236	—	location of emotions	239	81	81
shift5926	lap (of clothes)	156	→	mountain slope	732	1	1
shift6949	to have fun	2749	—	to slow, linger	3175	1	1
shift6241	dirty	4440	—	to smoke (tobacco)	3180	1	1
shift1611	to go out	2708	→	to disappear	2525	1	1
shift4246	truffle	3448	→	potato	445	3	3
shift1385	to go, walk	2715	→	to fall (of rain, snow)	2603	7	7
shift6154	pandanus	296	→	pineapple	383	2	2
shift5465	crocodile	1139	→	dangerous	4381	1	1
shift1711	to fill (tr.)	2626	→	pregnant	456	1	1
shift0646	to play (intr.)	2981	—	dance (n.)	4377	9	9
shift3314	lower part	266	—	udder	501	2	2
shift7192	Saint George’s Day	3924	→	November	1888	1	1
shift2199	lock (n.)	240	→	metalworker	645	2	2
shift8334	little, small	232	→	child	957	52	52
shift3652	to strike, hit	3234	→	to cut	2484	1	1
shift1409	wolf	107	→	poisonous	424	1	1
shift5229	old (vs. young)	4533	→	<priest>	279	1	1
shift3846	genuine, true	778	→	very	3761	1	1
shift3726	to raise, lift (tr.)	3037	→	to move away	2927	4	4
shift6707	pillar	375	→	side of a coin	4072	1	1
shift3689	leaf	174	→	chanterelle	942	1	1
shift2882	little, small	232	→	minute	673	4	4
shift2073	root (of a plant)	1499	—	lower part	266	2	2
shift5460	number	1893	→	date	4385	2	2
shift2973	mouse	733	→	birthmark	3599	1	1
shift8575	destiny	4419	→	life	207	5	5
shift8450	to want	3353	→	to be about to	2252	0	0
shift4529	button (on a dress)	3738	—	nipple (part of the breast)	1868	2	2
shift4727	sod (stratum of soil)	4150	→	oath	4513	1	1
shift7561	white	62	→	ermine; stoat (Mustela erminea)	3851	1	1
shift8307	to shed hair or feathers	3142	→	August	2054	1	1
shift2176	door	4466	→	ravine	1434	1	1
shift8423	to break (tr.)	2370	→	to run away	3102	1	1
shift6543	mouse	733	→	tufted vetch	3459	1	1
shift6363	hen	1607	→	partridge	308	1	1
shift8506	Scorpius	3963	→	November	1888	3	3
shift3456	body	3640	→	to copulate	2462	1	1
shift0877	cheek-bone	949	→	doorpost	4468	2	2
shift4908	grandfather	826	→	devil, satan	4422	1	1
shift0803	leaf	174	↔	green	845	3	3
shift4764	horn	1657	→	spout of vessel	4222	1	1
shift1731	stone (piece of rock)	4281	→	turnstone (Arenaria)	3468	3	3
shift4965	simultaneously	4083	→	immediately	1743	2	2
shift0831	<weapon>	1	→	war	9	6	6
shift4990	to pierce	2975	→	to copulate	2462	1	1
shift5832	earth, soil	3800	→	distance	4450	3	3
shift4961	always	1982	→	still (adv.)	4269	3	3
shift6726	stable	4239	→	bridge (of musical imstrument)	3690	1	1
shift3547	to spring, jump	3201	→	to skip over, overlook	3164	1	1
shift6626	to light, to kindle (the fire)	2851	→	torch fishing	3410	1	1
shift1196	sky	4106	→	destiny	4419	3	3
shift7580	beard	3541	→	salsify	3929	3	3
shift4092	before	3562	→	ancestor	1990	6	6
shift4539	big	3588	→	middle finger	653	4	4
shift2804	gold	807	—	money	700	13	13
shift7792	shin	4035	—	foot/leg	1340	1	1
shift3114	mouth	735	→	blade	3620	1	1
shift8496	clothes	1005	→	afterbirth, placenta	1953	1	1
shift3813	shooter	4045	→	bishop (chess)	3602	2	2
shift4435	bone	3645	→	lean	178	1	1
shift3920	foot-wear	1339	—	tyre (of a car)	3474	1	1
shift7907	rag, duster	1418	→	spineless person	4206	4	4
shift6107	winter	94	→	afterworld	1954	1	1
shift1591	to strew	3233	→	rash, eruption	1429	2	2
shift8111	cloud	1007	—	smoke	4130	11	11
shift4153	cellar	927	→	clandestine activity	988	1	1
shift0593	foot/leg	1340	→	cock (of a gun)	1023	1	1
shift3166	to sing	3157	→	rooster	1497	7	7
shift6322	last	162	—	bad (ethically)	3494	1	1
shift0914	to draw, paint	2551	—	to write	3387	10	10
shift0939	fearful, dreadful	1247	→	big	3588	3	3
shift8414	November	1888	→	October	4521	1	1
shift7256	to squeeze	3206	→	to milk	2915	24	24
shift6319	sound	4173	→	smell (n.)	4128	1	1
shift7083	low (location)	263	→	downriver	4471	1	1
shift5797	scale, squama	3951	—	cataract (of the eye)	909	1	1
shift6556	word	120	→	contract, treaty	1090	1	1
shift3327	beak	3536	—	sharp point	4023	1	1
shift6951	to cool down (intr.)	2460	—	to weaken (about wind)	3362	1	1
shift2750	sharp	4022	→	hot	1673	2	2
shift1245	quick	1908	→	clever	999	6	6
shift2675	to shout	3150	→	to call	2396	4	4
shift2519	house	1678	→	tomb	3397	6	6
shift2273	garbage	765	→	lumpen	270	1	1
shift3867	mother	720	→	term of address to a woman	2157	10	10
shift7934	palmyra palm	294	→	sugar	4327	2	2
shift0388	shine (n.)	4037	→	lightning	215	2	2
shift0984	to see/to look at	3121	→	to search, look for	3120	14	14
shift0346	dream (during sleep)	4479	—	daydream (n.)	4393	36	36
shift4729	to warm up	3354	→	to strike, hit	3234	0	0
shift5344	iron	1806	→	knife	1721	6	6
shift0369	to get dry	2677	→	to feel thirsty	2621	4	4
shift1424	house	1678	—	to marry	2904	5	5
shift2053	to light, to kindle (the fire)	2851	→	to provoke	3014	10	10
shift8514	fresh (of water)	1377	→	unleavened (bread)	531	5	5
shift1077	greasy	838	→	fat (adj.)(of a person)	1239	17	17
shift2612	to cut	2484	→	to copulate	2462	1	1
shift1411	low (location)	263	→	meek	626	5	5
shift3208	prison	467	→	hell	1601	1	1
shift0933	man (male)	574	—	husband	1694	140	140
shift7935	sugar	4327	→	brown	3703	2	2
shift2046	bone	3645	→	strong	4304	4	4
shift0943	to take	3268	→	to buy	2390	19	19
shift4376	to give birth	2693	—	to spawn	3192	1	1
shift2504	guilt	857	—	cause, reason	917	3	3
shift6558	strength	4301	→	full age	1397	1	1
shift1565	to suck	3243	—	to drink	2557	7	7
shift6451	spindle	4203	—	axle	2071	4	4
shift3492	can, to be able	882	→	grown-up, adult	852	1	1
shift1264	to grasp, seize	2717	→	to do, act	2545	1	1
shift0659	to scratch (when itches)	3115	—	to shave	3140	1	1
shift7046	to whip	3374	→	to induce	2789	2	2
shift2096	soldier	4154	→	soldier (plan, Stratiotes)	4155	1	1
shift8004	present, gift	457	—	award	2066	1	1
shift1582	to put	3025	→	to build	2383	6	6
shift3559	womb	110	→	relative (n.)	1454	1	1
shift5565	wild, untamed	82	→	violent	3769	17	17
shift7928	grass	833	→	May	609	2	2
shift7661	to seem	3122	—	to jeer, to scoff	2807	1	1
shift2209	behind	3566	—	West	45	1	1
shift6517	<name of person>	1811	→	rose chafer	1507	1	1
shift7731	hoar-frost	1633	→	grey	846	2	2
shift0401	to choke	2426	—	to sink (tr.)	3158	1	1
shift0604	to kill	2820	—	to sow	3190	1	1
shift6405	smoke	4130	→	comet	1043	3	3
shift8223	to shed hair or feathers	3142	→	July	1198	1	1
shift3125	rural	1524	→	vulgar	3783	6	6
shift6593	rotten	1508	—	lean	178	1	1
shift0784	honey	1642	→	sweet (taste)	4358	3	3
shift6752	flood, overflow (of the river)	1321	→	abundance	1929	1	1
shift7989	fin	1281	→	auricle	2060	2	2
shift1973	to stick, adhere	3223	→	to bother, pester	2362	3	3
shift6929	husband's brother	1696	—	sister's husband	4092	1	1
shift3074	bowel	3663	→	string (of a musical instrument)	4303	3	3
shift6044	to be stupid	2304	→	to deceive	2494	2	2
shift3060	to mill	2916	→	to purr	3021	1	1
shift7217	tundra	3461	—	earth, soil	3800	1	1
shift0693	to strike, hit	3234	→	to break (tr.)	2370	5	5
shift6022	heel (of a foot)	1596	→	heel (of bread)	1598	5	5
shift1935	brick (n.)	3686	→	diamonds (in cards)	4429	5	5
shift2842	camel	878	→	humpbacked	1688	1	1
shift3437	to fly	2642	→	to escape, flee	2585	1	1
shift5438	celery	923	→	parsley	304	1	1
shift0152	water	16	→	Wednesday	39	1	1
shift4978	cricket (insect)	1136	—	shepherd's pipe (musical instrument)	4032	1	1
shift2447	hawthorn	1571	→	blackthorn	3618	1	1
shift2254	to dense	2506	—	to keep silent	2815	1	1
shift7802	chili pepper	965	→	hot-tempered	1674	1	1
shift0441	enemy	3840	→	cunning person	1157	1	1
shift7962	to break (intr.)	2368	→	to wane (of the Moon)	3352	2	2
shift3539	tooth	3404	→	blade	3620	1	1
shift7643	blood	3630	→	little finger	231	1	1
shift8630	glutton	798	→	cancer (disease)	884	1	1
shift2808	wide, broad	70	—	slow (adj.)	4120	1	1
shift6644	uncle (mother's brother)	509	→	patron, protector	318	1	1
shift2715	back (body part)	3485	→	surface	4345	4	4
shift2567	rare	1428	↔	expensive	3885	3	3
shift0727	to fall down	2605	—	to harness	2739	1	1
shift8388	leaf	174	→	September	3996	1	1
shift1326	to hide (tr.)	2764	↔	to bury	2388	12	12
shift7725	smell (n.)	4128	—	mind (n.)	667	1	1
shift1467	heart	1588	→	brave	3675	15	15
shift6538	to suck	3243	→	to ache	2214	1	1
shift5526	yellow	2079	→	siskin	4090	1	1
shift8613	radius (geometry)	1416	→	radius (bone)	1415	5	5
shift3741	to see/to look at	3121	—	to think	3293	1	1
shift3841	winter	94	—	honey mushroom (Armillaria mellea)	1644	1	1
shift0308	to step on	3222	→	to attack	2243	2	2
shift1470	light (of weight)	211	→	unimportant, slight	523	9	9
shift1090	to be guilty	2276	—	to owe, be in debt	2957	2	2
shift6169	nose	1879	→	coati	1020	8	8
shift1604	Romani	1492	→	to mock	2921	1	1
shift2304	heart	1588	→	by heart	3740	3	3
shift6821	raw	1436	—	unripe (fruit)	538	1	1
shift7515	to cut	2484	→	comma	1045	3	3
shift0100	top, upper part	3407	—	beginning	3564	2	2
shift4558	Ranunculus	1426	—	cornflower (Centaurea)	1102	1	1
shift1766	to catch up	2409	→	to understand	3331	4	4
shift7680	thin (of an object)	2172	—	weak	28	1	1
shift1318	to lie down	2849	→	to set (of Moon, Sun)	3129	3	3
shift6234	poisonous	424	—	salty	3931	1	1
shift1048	midnight	655	—	North	1877	5	5
shift8190	evil spirit	3877	→	diabetes	4425	1	1
shift0666	soul	4172	→	human, person	1683	12	12
shift7605	crow	1147	→	March	589	1	1
shift7416	bronze	3694	→	silver	4081	1	1
shift5288	hand/arm	1550	→	hand (of a clock)	1548	2	2
shift4791	blunt	3637	—	tasteless	2133	4	4
shift2896	shine (n.)	4037	→	flower	1323	1	1
shift2834	to whet	3372	→	to improve	2783	6	6
shift4758	clothes	1005	—	property, possessions	478	2	2
shift8127	female breast	1255	—	udder	501	37	37
shift7517	crook, hooked stick	1140	→	comma	1045	1	1
shift2720	shepherd	4031	→	fool	1336	2	2
shift2458	elder (Sambucus)	3820	—	dog-rose	4459	1	1
shift3876	world	122	—	weather	34	2	2
shift4422	plum	415	→	tonsil	3401	2	2
shift8606	<plant (biol.)>	277	→	roof	1493	2	2
shift5416	sulfur	4329	→	match (for fire)	605	6	6
shift3009	vagina	3745	→	girl	786	1	1
shift3857	sudden	4322	→	vain, in vain	3746	1	1
shift8340	lizard	237	→	oesophagus	4522	1	1
shift2679	<animal>	1916	—	fool	1336	32	32
shift4441	arrow	2033	→	shuttle (weaving instrument)	4061	1	1
shift0303	foot/leg	1340	→	step (of a staircase, step-ladder)	4256	1	1
shift6678	to pour	2993	→	rash, eruption	1429	2	2
shift7486	cup	1159	→	buttock	3737	1	1
shift5413	tongue (body part)	3400	↔	clapper of a bell	989	13	13
shift3003	mouth	735	—	womb	110	1	1
shift5447	together	3394	—	catamaran	907	1	1
shift0620	dandruff	4379	—	bran	3670	6	6
shift7758	hand/arm	1550	→	to govern, control, rule	2716	8	8
shift7615	he	1577	→	devil, satan	4422	1	1
shift7447	winter	94	→	February	1252	1	1
shift3052	to grow numb	2725	→	stupid	4312	1	1
shift7582	guest	855	→	beloved	3574	1	1
shift1063	dark (adj.)	4382	→	ignorant	1738	15	15
shift0968	bad	3493	↔	evil (adj.)	3874	25	25
shift5929	dialect	4427	—	tone	3399	1	1
shift4052	autumn	2063	→	sad	3912	1	1
shift5820	horse	1661	→	Asiatic dock	2041	4	4
shift2326	skin (of a person)	4100	—	bark (of a tree)	3515	10	10
shift3384	cold	1032	→	fearful, dreadful	1247	2	2
shift0584	to grasp, seize	2717	→	to conceive, to become pregnant	2447	2	2
shift3043	dark (adj.)	4382	→	fearful, dreadful	1247	1	1
shift0860	old man	4534	→	husband	1694	54	54
shift2002	rough, uneven	1510	→	approximately	2019	3	3
shift4736	to see/to look at	3121	→	hill	1626	1	1
shift2088	garlic (Allium sativum)	769	→	garlic-scented agaric	770	2	2
shift1160	<foreigner>	1210	→	cockroach	1025	47	47
shift2657	to hew	2763	→	to lose consciousness	2868	2	2
shift6526	to strike, hit	3234	→	to photograph	2973	1	1
shift4330	white	62	→	bed-clothes	3551	8	8
shift0829	to take	3268	→	to marry	2904	5	5
shift1283	cold	1032	—	wind	88	1	1
shift6382	palate	290	→	taste (n.)	2132	1	1
shift5021	to spring, jump	3201	—	to appear, emerge	2231	1	1
shift8117	mouse	733	→	guinea pig (Cavia porcellus)	860	7	7
shift5015	tail	2113	→	wolf	107	11	11
shift2827	to thrust (into)	3299	→	to quarrel	3035	2	2
shift4982	tongue (body part)	3400	—	nipple (part of the breast)	1868	1	1
shift0378	to stop (tr.)	3226	—	to appoint (to a position)	2232	1	1
shift8642	basket	3525	→	measure of volume	619	1	1
shift0436	lip	224	—	mouth	735	5	5
